Designator,Mid X,Mid Y,Rotation,Layer
U663,463.0,-568.4,90.0,top
U664,463.0,-579.6,90.0,top
U665,463.0,-590.8,90.0,top
U666,463.0,-602.0,90.0,top
U667,474.2,-546.0,270.0,top
U668,474.2,-557.2,270.0,top
U669,474.2,-568.4,270.0,top
U67,474.2,-210.0,270.0,top
U670,474.2,-579.6,270.0,top
U671,474.2,-590.8,270.0,top
U672,474.2,-602.0,270.0,top
U673,485.4,-546.0,90.0,top
U674,485.4,-557.199999,90.0,top
U675,485.4,-568.4,90.0,top
U676,485.4,-579.6,90.0,top
U677,485.4,-590.8,90.0,top
U678,485.4,-602.0,90.0,top
U679,496.6,-546.0,270.0,top
U68,474.2,-221.2,270.0,top
U680,496.6,-557.199999,270.0,top
U681,496.6,-568.399999,270.0,top
U682,496.6,-579.6,270.0,top
U683,496.6,-590.8,270.0,top
U684,496.6,-602.0,270.0,top
U685,507.8,-546.0,90.0,top
U686,507.8,-557.199999,90.0,top
U687,507.8,-568.399999,90.0,top
U688,507.8,-579.6,90.0,top
U689,507.8,-590.8,90.0,top
U69,474.2,-232.4,270.0,top
U690,507.8,-602.0,90.0,top
U691,519.0,-546.0,90.0,top
U692,519.0,-557.2,90.0,top
U693,519.0,-568.4,90.0,top
U694,519.0,-579.6,90.0,top
U695,519.0,-590.8,90.0,top
U696,519.0,-602.0,90.0,top
U697,530.2,-546.0,270.0,top
U698,530.2,-557.2,270.0,top
U699,530.2,-568.4,270.0,top
U7,608.6,-669.2,90.0,top
U70,474.2,-243.6,270.0,top
U700,530.2,-579.6,270.0,top
U701,530.2,-590.8,270.0,top
U702,530.2,-602.0,270.0,top
U703,541.4,-546.0,90.0,top
U704,541.4,-557.199999,90.0,top
U705,541.4,-568.4,90.0,top
U706,541.4,-579.6,90.0,top
U707,541.4,-590.8,90.0,top
U708,541.4,-602.0,90.0,top
U709,552.6,-546.0,270.0,top
U71,474.2,-254.8,270.0,top
U710,552.6,-557.199999,270.0,top
U711,552.6,-568.399999,270.0,top
U712,552.6,-579.6,270.0,top
U713,552.6,-590.8,270.0,top
U714,552.6,-602.0,270.0,top
U715,563.8,-546.0,90.0,top
U716,563.8,-557.199999,90.0,top
U717,563.8,-568.399999,90.0,top
U718,563.8,-579.6,90.0,top
U719,563.8,-590.8,90.0,top
U72,474.2,-266.0,270.0,top
U720,563.8,-602.0,90.0,top
U721,619.8,-266.0,270.0,top
U722,619.8,-254.8,270.0,top
U723,619.8,-243.6,270.0,top
U724,619.8,-232.4,270.0,top
U725,619.8,-221.2,270.0,top
U726,619.8,-210.0,270.0,top
U727,608.6,-266.0,90.0,top
U728,608.6,-254.8,90.0,top
U729,608.6,-243.6,90.0,top
U73,485.4,-210.0,90.0,top
U730,608.6,-232.4,90.0,top
U731,608.6,-221.2,90.0,top
U732,608.6,-210.0,90.0,top
U733,597.4,-266.0,270.0,top
U734,597.4,-254.800001,270.0,top
U735,597.4,-243.6,270.0,top
U736,597.4,-232.4,270.0,top
U737,597.4,-221.2,270.0,top
U738,597.4,-210.0,270.0,top
U739,586.2,-266.0,90.0,top
U74,485.4,-221.199999,90.0,top
U740,586.2,-254.800001,90.0,top
U741,586.2,-243.600001,90.0,top
U742,586.2,-232.4,90.0,top
U743,586.2,-221.2,90.0,top
U744,586.2,-210.0,90.0,top
U745,575.0,-266.0,270.0,top
U746,575.0,-254.800001,270.0,top
U747,575.0,-243.600001,270.0,top
U748,575.0,-232.4,270.0,top
U749,575.0,-221.2,270.0,top
U75,485.4,-232.4,90.0,top
U750,575.0,-210.0,270.0,top
U751,451.8,-266.0,270.0,top
U752,451.8,-254.8,270.0,top
U753,451.8,-243.6,270.0,top
U754,451.8,-232.4,270.0,top
U755,451.8,-221.2,270.0,top
U756,451.8,-210.0,270.0,top
U757,440.6,-266.0,90.0,top
U758,440.6,-254.8,90.0,top
U759,440.6,-243.6,90.0,top
U76,485.4,-243.6,90.0,top
U760,440.6,-232.4,90.0,top
U761,440.6,-221.2,90.0,top
U762,440.6,-210.0,90.0,top
U763,429.4,-266.0,270.0,top
U764,429.4,-254.800001,270.0,top
U765,429.4,-243.6,270.0,top
U766,429.4,-232.4,270.0,top
U767,429.4,-221.2,270.0,top
U768,429.4,-210.0,270.0,top
U769,418.2,-266.0,90.0,top
U77,485.4,-254.8,90.0,top
U770,418.2,-254.800001,90.0,top
U771,418.2,-243.600001,90.0,top
U772,418.2,-232.4,90.0,top
U773,418.2,-221.2,90.0,top
U774,418.2,-210.0,90.0,top
U775,407.0,-266.0,270.0,top
U776,407.0,-254.800001,270.0,top
U777,407.0,-243.600001,270.0,top
U778,407.0,-232.4,270.0,top
U779,407.0,-221.2,270.0,top
U78,485.4,-266.0,90.0,top
U780,407.0,-210.0,270.0,top
U781,463.0,-613.2,90.0,top
U782,463.0,-624.4,90.0,top
U783,463.0,-635.6,90.0,top
U784,463.0,-646.8,90.0,top
U785,463.0,-658.0,90.0,top
U786,463.0,-669.2,90.0,top
U787,474.2,-613.2,270.0,top
U788,474.2,-624.4,270.0,top
U789,474.2,-635.6,270.0,top
U79,496.6,-210.0,270.0,top
U790,474.2,-646.8,270.0,top
U791,474.2,-658.0,270.0,top
U792,474.2,-669.2,270.0,top
U793,485.4,-613.2,90.0,top
U794,485.4,-624.399999,90.0,top
U795,485.4,-635.6,90.0,top
U796,485.4,-646.8,90.0,top
U797,485.4,-658.0,90.0,top
U798,485.4,-669.2,90.0,top
U799,496.6,-613.2,270.0,top
U8,608.6,-658.0,90.0,top
U80,496.6,-221.199999,270.0,top
U800,496.6,-624.399999,270.0,top
U801,496.6,-635.599999,270.0,top
U802,496.6,-646.8,270.0,top
U803,496.6,-658.0,270.0,top
U804,496.6,-669.2,270.0,top
U805,507.8,-613.2,90.0,top
U806,507.8,-624.399999,90.0,top
U807,507.8,-635.599999,90.0,top
U808,507.8,-646.8,90.0,top
U809,507.8,-658.0,90.0,top
U81,496.6,-232.399999,270.0,top
U810,507.8,-669.2,90.0,top
U811,519.0,-613.2,90.0,top
U812,519.0,-624.4,90.0,top
U813,519.0,-635.6,90.0,top
U814,519.0,-646.8,90.0,top
U815,519.0,-658.0,90.0,top
U816,519.0,-669.2,90.0,top
U817,530.2,-613.2,270.0,top
U818,530.2,-624.4,270.0,top
U819,530.2,-635.6,270.0,top
U82,496.6,-243.6,270.0,top
U820,530.2,-646.8,270.0,top
U821,530.2,-658.0,270.0,top
U822,530.2,-669.2,270.0,top
U823,541.4,-613.2,90.0,top
U824,541.4,-624.399999,90.0,top
U825,541.4,-635.6,90.0,top
U826,541.4,-646.8,90.0,top
U827,541.4,-658.0,90.0,top
U828,541.4,-669.2,90.0,top
U829,552.6,-613.2,270.0,top
U83,496.6,-254.8,270.0,top
U830,552.6,-624.399999,270.0,top
U831,552.6,-635.599999,270.0,top
U832,552.6,-646.8,270.0,top
U833,552.6,-658.0,270.0,top
U834,552.6,-669.2,270.0,top
U835,563.8,-613.2,90.0,top
U836,563.8,-624.399999,90.0,top
U837,563.8,-635.599999,90.0,top
U838,563.8,-646.8,90.0,top
U839,563.8,-658.0,90.0,top
U84,496.6,-266.0,270.0,top
U840,563.8,-669.2,90.0,top
U85,507.8,-210.0,90.0,top
U86,507.8,-221.199999,90.0,top
U87,507.8,-232.399999,90.0,top
U88,507.8,-243.6,90.0,top
U89,507.8,-254.8,90.0,top
U9,608.6,-646.8,90.0,top
U90,507.8,-266.0,90.0,top
U91,519.0,-210.0,90.0,top
U92,519.0,-221.2,90.0,top
U93,519.0,-232.4,90.0,top
U94,519.0,-243.6,90.0,top
U95,519.0,-254.8,90.0,top
U96,519.0,-266.0,90.0,top
U97,530.2,-210.0,270.0,top
U98,530.2,-221.2,270.0,top
U99,530.2,-232.4,270.0,top
